season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,6,401643797,2024-10-03 19:00:00-04:00,Troy,Texas State,False,DraftKings,14.5,56.0,-8.946276279162577,53.6010132779179,5.553723720837423,2.3989867220821,none,none,4.0,3.0,home_adj_def_sr: -4.74,home_off_eckel_rate: -3.94,away_adj_def_ypp: +3.62,home_adj_def_expl_rate_overall_10: +2.29,away_adj_def_ypp: -2.26,home_off_eckel_rate: -1.97,4.942897458005922,3.03753437764966,1,,
2024,6,401641029,2024-10-03 21:00:00-04:00,UTEP,Sam Houston,False,DraftKings,10.0,49.5,-10.877400143098406,52.541697065547,0.8774001430984057,3.041697065546998,none,none,3.0,5.0,home_off_eckel_rate: -5.83,home_adj_def_sr: -3.76,home_adj_off_epa_pp: -3.41,home_adj_def_epa_pp: +2.12,away_off_finish_pts_per_opp: -2.12,away_adj_off_expl_rate_pass: -1.85,6.344985444254323,2.185137978396334,1,,
2024,6,401641001,2024-10-04 19:00:00-04:00,Kennesaw State,Jacksonville State,False,DraftKings,17.5,49.5,8.429331230364442,58.24174479781098,25.92933123036444,8.74174479781098,none,none,3.0,4.0,away_adj_def_epa_pp: +5.63,away_adj_def_sr: +4.52,away_adj_off_sr: +3.33,away_adj_def_expl_rate_rush: +3.53,away_adj_off_expl_rate_overall_30: +1.77,away_adj_off_epa_pp: -1.61,1.985159820865062,0.4728207130520765,1,,
2024,6,401636891,2024-10-04 19:30:00-04:00,TCU,Houston,False,DraftKings,-16.5,52.0,8.366609368068085,62.44618051933078,8.133390631931915,10.44618051933078,away,over,4.0,5.0,home_off_eckel_rate: +5.65,home_adj_def_ypp: -5.35,home_adj_off_epa_pp: +3.68,home_adj_off_expl_rate_overall_20: +2.77,home_adj_off_expl_rate_pass: +2.03,home_adj_off_epa_pp: +1.89,1.3331958569723708,0.1326154333067997,1,1.0,0.0
2024,6,401634779,2024-10-04 21:00:00-04:00,UNLV,Syracuse,False,DraftKings,-5.5,55.5,8.60771182154136,67.67530693953621,3.1077118215413595,12.175306939536211,none,none,3.0,3.0,home_off_eckel_rate: +6.36,away_adj_off_epa_pp: -3.38,same_conference: +2.12,home_adj_off_expl_rate_overall_20: +4.18,away_adj_off_epa_pp: +2.78,away_off_eckel_rate: +1.55,0.8818794441555241,5.2558295837287226,1,,
2024,6,401628506,2024-10-04 21:00:00-04:00,Oregon,Michigan State,False,DraftKings,-22.5,53.0,1.2825905390178889,63.12708524836392,21.21740946098211,10.12708524836392,none,none,3.0,4.0,home_adj_def_sr: +2.35,away_adj_def_epa_pp: -2.19,away_off_eckel_rate: -1.37,home_adj_off_expl_rate_overall_30: +3.94,home_stuff_rate: +1.63,away_adj_def_sr: -1.45,1.8773154678738688,2.922023224550479,1,,
2024,6,401628383,2024-10-05 12:00:00-04:00,Texas A&M,Missouri,False,DraftKings,-3.0,47.5,-0.3239681132398373,47.84286662312366,3.3239681132398373,0.3428666231236619,none,none,4.0,3.0,away_adj_off_sr: -3.08,away_off_eckel_rate: -2.74,away_adj_def_sr: -2.58,home_havoc_rate: -1.86,away_adj_off_expl_rate_overall_10: -1.60,home_adj_def_expl_rate_overall_30: -1.58,2.5371847259356706,4.033373192907469,1,,
2024,6,401635571,2024-10-05 12:00:00-04:00,Louisville,SMU,False,DraftKings,-6.5,55.0,13.88937542793114,55.30618706763158,7.389375427931139,0.3061870676315834,none,none,3.0,4.0,home_adj_off_epa_pp: +6.00,home_adj_def_sr: +3.55,home_adj_off_sr: +2.60,away_adj_off_expl_rate_pass: -2.22,home_adj_off_epa_pp: +1.87,home_adj_off_expl_rate_overall_20: +1.77,0.543703909704257,2.1386017025681383,1,,
2024,6,401635572,2024-10-05 12:00:00-04:00,North Carolina,Pittsburgh,False,DraftKings,2.5,63.0,-1.2847279674746563,61.40540191822652,1.2152720325253437,1.5945980817734835,none,none,4.0,3.0,home_adj_def_ypp: -8.21,home_off_eckel_rate: +6.19,home_adj_def_epa_pp: -2.78,home_adj_off_expl_rate_pass: +2.01,home_adj_def_expl_rate_overall_10: +1.45,away_adj_off_epa_pp: +1.30,4.790439773739448,0.4525907086137373,1,,
2024,6,401635638,2024-10-05 12:00:00-04:00,NC State,Wake Forest,False,DraftKings,-4.0,52.5,1.1818248720205031,50.480972799224766,2.8181751279794964,2.019027200775234,none,none,4.0,3.0,away_off_eckel_rate: -1.86,home_adj_def_epa_pp: +1.57,home_off_eckel_rate: -1.22,away_adj_def_expl_rate_overall_10: -1.80,home_stuff_rate: -1.66,away_off_eckel_rate: +1.52,0.5759743515983595,0.7623233317365177,1,,
